lang,severity,sbert_sim
de,Major,0.9999999403953552
de,Minor,1.000000238418579
de,Major,0.9786673188209534
de,Minor,1.0000001192092896
de,Minor,1.0000001192092896
de,Neutral,0.9915846586227417
de,Neutral,1.0000001192092896
de,Neutral,0.9863333702087402
de,Neutral,0.7432070970535278
de,Neutral,0.9196673631668091
de,Neutral,0.7382130026817322
de,Neutral,0.8816033601760864
de,Neutral,0.9788709878921509
de,Minor,0.9908667206764221
de,Major,0.9738661050796509
de,Minor,1.0000001192092896
de,Neutral,1.0000001192092896
de,Minor,1.0
de,Major,1.0000001192092896
de,Minor,1.0000001192092896
de,Major,0.9462671279907227
de,Major,0.970131516456604
de,Minor,0.9275733232498169
de,Minor,0.9596593379974365
de,Minor,1.0000001192092896
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Neutral,0.8837625980377197
de,Neutral,1.0000001192092896
de,Minor,0.9564867615699768
de,Major,0.8350902199745178
de,Major,1.0
de,Neutral,0.7614158391952515
de,Minor,0.9853358268737793
de,Minor,0.7150588631629944
de,Major,0.9884358644485474
de,Major,1.0000001192092896
de,Minor,0.9769379496574402
de,Neutral,1.0000001192092896
de,Neutral,0.9796818494796753
de,Neutral,0.9999999403953552
de,Neutral,0.9951211214065552
de,Neutral,1.0
de,Neutral,0.9645215272903442
de,Neutral,0.8083237409591675
de,Neutral,0.9681768417358398
de,Major,1.000000238418579
de,Neutral,0.9797360301017761
de,Neutral,0.9806650280952454
de,Neutral,0.8304297924041748
de,Major,0.9174824357032776
de,Major,0.995956540107727
de,Minor,0.9699663519859314
de,Minor,1.000000238418579
de,Minor,0.4129074513912201
de,Major,0.6409585475921631
de,Major,1.0
de,Major,1.0
de,Major,1.0000001192092896
de,Major,0.9867368936538696
de,Major,1.0000001192092896
de,Major,0.9954394102096558
de,Major,0.4129074513912201
de,Major,0.7889730334281921
de,Major,1.0
de,Minor,1.0000001192092896
de,Minor,0.45613768696784973
de,Neutral,0.9999999403953552
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,0.8604729771614075
de,Neutral,0.8402470946311951
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,0.748306155204773
de,Neutral,0.5289281010627747
de,Major,1.0000001192092896
de,Major,0.9839006662368774
de,Minor,1.0
de,Major,0.8078400492668152
de,Major,0.9810463190078735
de,Minor,0.9689962863922119
de,Major,0.920233964920044
de,Minor,0.97087562084198
de,Major,0.8109455108642578
de,Minor,0.8282654285430908
de,Major,1.0000001192092896
de,Major,0.9940259456634521
de,Major,0.3257032334804535
de,Minor,0.2619449496269226
de,Minor,1.0000001192092896
de,Neutral,1.0000001192092896
de,Minor,0.9736871123313904
de,Major,0.545900285243988
de,Major,0.6824723482131958
de,Major,0.7814801335334778
de,Major,1.0
de,Major,1.0
de,Minor,0.6738826632499695
de,Major,0.9208064079284668
de,Major,0.692931592464447
de,Major,0.7796756625175476
de,Minor,0.6738826632499695
de,Neutral,1.0
de,Minor,1.0
de,Minor,1.000000238418579
de,Major,0.9957209825515747
de,Minor,0.6738826632499695
de,Minor,0.7919347882270813
de,Minor,0.6205679774284363
de,Major,0.9999999403953552
de,Major,0.9820915460586548
de,Minor,1.0000001192092896
de,Major,0.9512253999710083
de,Minor,0.6738826632499695
de,Major,1.0000001192092896
de,Minor,0.7919347882270813
de,Minor,0.7919347882270813
de,Minor,0.6205679774284363
de,Major,0.7329854369163513
de,Neutral,1.0
de,Neutral,1.0
de,Neutral,1.0
de,Neutral,0.45386576652526855
de,Minor,1.0
de,Minor,1.0
de,Minor,0.9069018363952637
de,Minor,0.9949278235435486
de,Minor,0.7327684164047241
de,Minor,0.9803212881088257
de,Minor,0.8482643961906433
de,Minor,0.9376780986785889
de,Minor,1.0000001192092896
de,Minor,0.6956245303153992
de,Minor,1.0000001192092896
de,Minor,0.9339368343353271
de,Minor,1.0000001192092896
de,Minor,0.6956245303153992
de,Minor,1.0000001192092896
de,Minor,1.000000238418579
de,Minor,0.9916268587112427
de,Neutral,1.0
de,Neutral,0.8532994389533997
de,Minor,1.0
de,Minor,1.0
de,Major,0.656699001789093
de,Minor,0.7196452021598816
de,Major,1.0000001192092896
de,Minor,1.0
de,Major,0.7467517256736755
de,Minor,0.7993065714836121
de,Minor,0.7544385194778442
de,Major,0.780428409576416
de,Major,1.0000001192092896
de,Minor,0.9836783409118652
de,Neutral,0.9399573802947998
de,Minor,0.9014083743095398
de,Major,0.7850969433784485
de,Major,0.8696857690811157
de,Minor,0.9153323769569397
de,Major,0.4313804805278778
de,Neutral,0.9188574552536011
de,Major,0.8827292323112488
de,Major,1.0000001192092896
de,Major,1.000000238418579
de,Major,0.8827292323112488
de,Major,0.8827292323112488
de,Major,0.9980002641677856
de,Major,0.9963411092758179
de,Major,1.000000238418579
de,Neutral,1.0000001192092896
