lang,severity,f1,em
de,Major,0.8000000000000002,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,0.7692307692307692,False
de,Neutral,0.6666666666666665,False
de,Neutral,1.0,True
de,Neutral,0.75,False
de,Neutral,0.0,False
de,Neutral,0.7692307692307692,False
de,Minor,0.631578947368421,False
de,Major,0.5454545454545454,False
de,Minor,1.0,True
de,Neutral,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Neutral,1.0,True
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Minor,0.8888888888888888,False
de,Major,0.6666666666666666,False
de,Major,0.5714285714285715,False
de,Neutral,0.9411764705882353,False
de,Minor,1.0,True
de,Minor,0.7272727272727272,False
de,Major,0.5,False
de,Major,1.0,True
de,Minor,0.8333333333333333,False
de,Neutral,0.0,False
de,Neutral,0.6666666666666665,False
de,Neutral,1.0,True
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,0.7999999999999999,False
de,Neutral,0.0,False
de,Neutral,0.0,False
de,Major,1.0,True
de,Neutral,0.75,False
de,Neutral,0.6666666666666666,False
de,Neutral,0.16666666666666666,False
de,Major,0.5,False
de,Major,0.6666666666666666,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.0,False
de,Major,0.0,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.5384615384615384,False
de,Major,1.0,True
de,Major,0.5,False
de,Major,0.0,False
de,Major,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Major,0.6666666666666666,False
de,Major,0.4,False
de,Minor,1.0,True
de,Major,0.0,False
de,Major,0.6666666666666666,False
de,Minor,0.5,False
de,Major,0.75,False
de,Minor,0.7999999999999999,False
de,Major,0.3333333333333333,False
de,Minor,0.0,False
de,Major,1.0,True
de,Major,0.4,False
de,Major,0.8571428571428571,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Neutral,1.0,True
de,Minor,0.75,False
de,Major,1.0,True
de,Major,0.4,False
de,Major,0.0,False
de,Major,0.8571428571428571,False
de,Major,0.0,False
de,Minor,0.2857142857142857,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.4,False
de,Minor,0.2857142857142857,False
de,Neutral,0.8571428571428571,False
de,Minor,0.0,False
de,Minor,1.0,True
de,Major,0.4000000000000001,False
de,Minor,0.2857142857142857,False
de,Minor,1.0,True
de,Minor,0.0,False
de,Major,1.0,True
de,Major,0.6666666666666666,False
de,Minor,0.25,False
de,Major,1.0,True
de,Minor,0.2857142857142857,False
de,Major,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.0,False
de,Major,0.0,False
de,Neutral,1.0,True
de,Neutral,0.6666666666666665,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.8000000000000002,False
de,Minor,0.75,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.6666666666666665,False
de,Minor,0.5,False
de,Minor,0.6666666666666666,False
de,Minor,0.8888888888888888,False
de,Minor,0.0,False
de,Minor,0.5,False
de,Minor,0.6666666666666666,False
de,Minor,0.8888888888888888,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,False
de,Minor,0.6666666666666666,False
de,Minor,0.5,False
de,Major,0.5,False
de,Minor,0.0,False
de,Major,0.0,False
de,Minor,1.0,True
de,Major,0.4,False
de,Minor,0.8,False
de,Minor,0.8000000000000002,False
de,Major,0.28571428571428575,False
de,Minor,0.0,False
de,Major,1.0,True
de,Minor,0.8253968253968254,False
de,Neutral,0.0,False
de,Minor,0.888888888888889,False
de,Major,0.4444444444444445,False
de,Major,0.5,False
de,Minor,0.25,False
de,Major,0.23529411764705882,False
de,Neutral,1.0,True
de,Major,0.9072164948453607,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.9072164948453607,False
de,Major,0.9072164948453607,False
de,Major,0.4000000000000001,False
de,Major,1.0,True
de,Major,1.0,True
de,Neutral,0.8,False
de,Neutral,0.75,False
de,Neutral,1.0,True
de,Neutral,0.5714285714285715,False
de,Neutral,0.888888888888889,False
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Major,0.8000000000000002,False
de,Major,0.7692307692307692,False
de,Major,0.6666666666666665,False
de,Major,1.0,True
de,Major,0.8571428571428571,False
de,Minor,1.0,True
de,Major,1.0,True
de,Major,0.5,False
de,Minor,1.0,True
de,Major,0.16666666666666666,False
de,Major,1.0,True
de,Major,0.7692307692307692,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,0.75,False
de,Major,0.8421052631578948,False
de,Major,0.0,False
de,Minor,0.0,False
de,Major,0.5714285714285715,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.888888888888889,False
de,Minor,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.888888888888889,False
de,Major,1.0,True
de,Major,0.0,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.0,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Neutral,1.0,True
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,0.25,False
de,Minor,0.0,False
de,Major,0.6666666666666666,False
de,Major,0.5,False
de,Neutral,1.0,True
de,Major,0.0,False
de,Major,0.8000000000000002,False
de,Major,0.5,False
de,Major,0.8,False
de,Major,1.0,True
de,Major,0.7272727272727272,False
de,Major,0.0,False
de,Major,0.0,False
de,Major,0.0,False
de,Major,0.0,False
de,Major,0.0,False
de,Major,0.7272727272727272,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.7272727272727272,False
de,Minor,0.8333333333333333,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.0,False
de,Major,1.0,True
de,Major,0.0,False
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Major,0.6666666666666666,False
de,Major,0.8000000000000002,False
de,Minor,0.0909090909090909,False
de,Major,1.0,True
de,Neutral,0.75,False
de,Neutral,0.16666666666666666,False
de,Major,0.5714285714285715,False
de,Minor,0.5,False
de,Minor,0.0,False
de,Minor,0.18181818181818182,False
de,Major,0.0,False
de,Major,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Critical,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.6666666666666666,False
de,Critical,0.0,False
de,Critical,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.0,False
de,Minor,0.0,False
de,Minor,0.0,False
de,Minor,0.16666666666666666,False
de,Minor,0.0,False
de,Major,1.0,True
de,Major,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Major,0.6666666666666666,False
de,Minor,0.4,False
de,Major,1.0,True
de,Major,0.3333333333333333,False
de,Major,0.0,False
de,Major,0.5,False
de,Major,0.0,False
de,Major,0.6666666666666666,False
de,Major,0.5,False
de,Minor,1.0,True
de,Minor,0.6923076923076923,False
de,Minor,0.16666666666666666,False
de,Minor,0.0,False
de,Major,1.0,True
de,Major,0.4,False
de,Minor,0.8571428571428571,False
de,Major,1.0,True
de,Minor,0.6666666666666666,False
de,Major,0.4,False
de,Neutral,0.0,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.4,False
de,Major,0.8571428571428571,False
de,Major,0.0,False
de,Minor,0.2857142857142857,False
de,Minor,1.0,True
de,Major,1.0,True
de,Major,0.4,False
de,Major,0.0,False
de,Minor,0.2857142857142857,False
de,Neutral,1.0,True
de,Major,0.0,False
de,Neutral,0.8,False
de,Minor,1.0,True
de,Major,1.0,True
de,Minor,0.2857142857142857,False
de,Minor,0.2857142857142857,False
de,Major,0.5714285714285715,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.0,False
de,Minor,0.8333333333333334,False
de,Major,0.25,False
de,Minor,0.2857142857142857,False
de,Major,1.0,True
de,Minor,1.0,True
de,Major,0.3870967741935484,False
de,Major,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Neutral,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Minor,0.6666666666666665,False
de,Major,0.5,False
de,Major,0.6666666666666666,False
de,Minor,0.8888888888888888,False
de,Major,0.0,False
de,Major,0.7272727272727272,False
de,Minor,1.0,False
de,Minor,0.7499999999999999,False
de,Major,0.0,False
de,Major,0.0,False
de,Major,0.7272727272727272,False
de,Minor,1.0,False
de,Minor,0.7499999999999999,False
de,Major,1.0,False
de,Major,0.0,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,False
de,Minor,0.0,False
de,Minor,0.75,False
de,Minor,0.8,False
de,Major,0.0,False
de,Major,1.0,True
de,Minor,0.0,False
de,Minor,0.6666666666666666,False
de,Major,1.0,True
de,Major,0.0,False
de,Major,1.0,True
de,Neutral,0.4000000000000001,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.6666666666666666,False
de,Major,0.0,False
de,Major,0.4,False
de,Neutral,0.7407407407407408,False
de,Major,0.8000000000000002,False
de,Major,0.0,False
de,Major,0.25,False
de,Major,1.0,True
de,Major,0.3333333333333333,False
de,Major,0.0,False
de,Major,0.4,False
de,Minor,0.0,False
de,Minor,0.0,False
de,Neutral,0.0,False
de,Major,0.0,False
de,Major,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.6666666666666666,False
de,Minor,0.0,False
de,Major,0.0,False
de,Major,0.0,False
de,Major,0.0,False
de,Major,0.0,False
de,Neutral,1.0,True
de,Minor,1.0,True
de,Minor,0.0,False
de,Minor,0.0,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.0,False
de,Minor,0.0,False
de,Critical,0.0,False
de,Minor,0.888888888888889,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.4000000000000001,False
de,Major,1.0,True
de,Neutral,0.5074626865671642,False
de,Neutral,1.0,True
de,Neutral,0.8,False
de,Neutral,0.75,False
de,Neutral,1.0,True
de,Neutral,0.8000000000000002,False
de,Neutral,1.0,True
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Major,0.8000000000000002,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,0.7692307692307692,False
de,Neutral,1.0,True
de,Neutral,0.6666666666666665,False
de,Neutral,1.0,True
de,Neutral,0.75,False
de,Neutral,0.0,False
de,Neutral,1.0,True
de,Neutral,0.7692307692307692,False
de,Minor,0.631578947368421,False
de,Major,0.5454545454545454,False
de,Minor,1.0,True
de,Neutral,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Neutral,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.5454545454545454,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Major,0.6666666666666666,False
de,Major,0.5714285714285715,False
de,Minor,0.8888888888888888,False
de,Neutral,0.9411764705882353,False
de,Minor,1.0,True
de,Minor,0.7272727272727272,False
de,Major,0.5,False
de,Major,1.0,True
de,Minor,0.8333333333333333,False
de,Neutral,0.0,False
de,Neutral,0.6666666666666665,False
de,Neutral,1.0,True
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,0.7999999999999999,False
de,Neutral,0.0,False
de,Minor,0.0,False
de,Major,1.0,True
de,Neutral,0.75,False
de,Neutral,0.6666666666666666,False
de,Neutral,0.16666666666666666,False
de,Major,0.5,False
de,Minor,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.5384615384615384,False
de,Major,1.0,True
de,Major,0.5,False
de,Major,0.0,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.0,False
de,Major,0.0,False
de,Major,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Major,0.6666666666666666,False
de,Minor,0.4,False
de,Major,1.0,True
de,Major,0.6666666666666666,False
de,Major,0.5,False
de,Minor,0.75,False
de,Minor,0.7999999999999999,False
de,Minor,0.3333333333333333,False
de,Major,0.0,False
de,Major,1.0,True
de,Major,0.4,False
de,Minor,0.8571428571428571,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Neutral,0.0,False
de,Minor,0.75,False
de,Major,1.0,True
de,Major,0.4,False
de,Major,0.0,False
de,Major,0.8571428571428571,False
de,Major,0.0,False
de,Minor,0.2857142857142857,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.4,False
de,Minor,0.2857142857142857,False
de,Neutral,1.0,True
de,Neutral,0.0,False
de,Major,0.8,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Neutral,1.0,True
de,Minor,0.0,False
de,Minor,1.0,True
de,Minor,0.0,False
de,Major,1.0,True
de,Major,0.6666666666666666,False
de,Minor,0.25,False
de,Minor,1.0,True
de,Minor,0.2857142857142857,False
de,Major,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.0,False
de,Major,0.0,False
de,Neutral,1.0,True
de,Neutral,0.6666666666666665,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Minor,1.0,True
de,Minor,0.5714285714285715,False
de,Minor,1.0,True
de,Minor,0.6666666666666665,False
de,Minor,0.5,False
de,Minor,0.6666666666666666,False
de,Major,0.8888888888888888,False
de,Minor,0.0,False
de,Minor,0.0,False
de,Minor,0.10526315789473682,False
de,Minor,0.13333333333333333,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.8000000000000002,False
de,Minor,1.0,True
de,Minor,0.75,False
de,Minor,1.0,True
de,Neutral,1.0,False
de,Minor,0.6666666666666666,False
de,Major,0.5,False
de,Minor,0.0,False
de,Minor,0.0,False
de,Minor,1.0,True
de,Major,0.4,False
de,Minor,0.8,False
de,Major,0.8000000000000002,False
de,Minor,0.28571428571428575,False
de,Major,0.0,False
de,Major,1.0,True
de,Major,0.8253968253968254,False
de,Neutral,0.0,False
de,Major,0.23529411764705882,False
de,Minor,0.888888888888889,False
de,Major,0.4444444444444445,False
de,Major,0.5,False
de,Major,0.25,False
de,Neutral,1.0,True
de,Minor,0.9072164948453607,False
de,Major,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Major,0.9072164948453607,False
de,Major,0.9072164948453607,False
de,Major,0.4000000000000001,False
de,Major,1.0,True
de,Neutral,0.8,False
de,Neutral,0.75,False
de,Neutral,1.0,True
de,Neutral,0.5714285714285715,False
de,Neutral,0.888888888888889,False
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Major,0.7692307692307692,False
de,Major,0.8000000000000002,False
de,Minor,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,0.7692307692307692,False
de,Neutral,0.6666666666666665,False
de,Neutral,1.0,True
de,Neutral,0.75,False
de,Neutral,0.0,False
de,Minor,0.8421052631578948,False
de,Neutral,1.0,True
de,Minor,1.0,True
de,Minor,0.888888888888889,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Minor,0.8,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,0.5454545454545454,False
de,Neutral,1.0,True
de,Minor,0.3636363636363636,False
de,Major,0.6666666666666666,False
de,Major,0.5714285714285715,False
de,Neutral,0.9411764705882353,False
de,Major,1.0,True
de,Major,0.7272727272727272,False
de,Major,1.0,True
de,Major,0.7272727272727272,False
de,Major,0.8333333333333333,False
de,Neutral,0.0,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Major,0.16666666666666666,False
de,Major,0.0,False
de,Neutral,0.75,False
de,Neutral,0.6666666666666666,False
de,Major,0.3333333333333333,False
de,Major,0.5555555555555556,False
de,Minor,1.0,True
de,Major,1.0,True
de,Major,0.0,False
de,Major,0.0,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.0,False
de,Major,0.0,False
de,Minor,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,0.33333333333333337,False
de,Neutral,0.0,False
de,Neutral,1.0,True
de,Minor,0.6666666666666666,False
de,Major,0.4,False
de,Major,0.6666666666666666,False
de,Major,0.5,False
de,Minor,1.0,True
de,Minor,0.75,False
de,Major,0.7999999999999999,False
de,Major,0.3333333333333333,False
de,Minor,0.0,False
de,Major,1.0,True
de,Major,0.4,False
de,Major,0.6666666666666666,False
de,Major,0.0,False
de,Neutral,1.0,True
de,Neutral,0.0,False
de,Minor,0.75,False
de,Major,1.0,True
de,Major,0.4,False
de,Major,0.0,False
de,Major,0.8571428571428571,False
de,Major,0.0,False
de,Minor,0.0,False
de,Minor,0.2857142857142857,False
de,Major,0.28571428571428575,False
de,Major,0.0,False
de,Major,0.4,False
de,Minor,0.2857142857142857,False
de,Major,1.0,True
de,Minor,0.0,False
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Minor,1.0,True
de,Minor,0.2857142857142857,False
de,Minor,1.0,True
de,Minor,0.0,False
de,Major,1.0,True
de,Major,0.6666666666666666,False
de,Minor,0.25,False
de,Minor,1.0,True
de,Minor,0.2857142857142857,False
de,Major,1.0,True
de,Minor,1.0,True
de,Major,0.0,False
de,Major,0.0,False
de,Neutral,1.0,True
de,Neutral,0.6666666666666665,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Minor,1.0,True
de,Minor,0.5714285714285715,False
de,Minor,0.6666666666666666,False
de,Minor,0.6666666666666665,False
de,Minor,1.0,True
de,Minor,0.5454545454545454,False
de,Minor,0.125,False
de,Minor,0.0,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,1.0,True
de,Minor,0.8000000000000002,False
de,Minor,0.75,False
de,Minor,1.0,True
de,Minor,1.0,True
de,Neutral,1.0,False
de,Minor,0.6666666666666666,False
de,Minor,0.5,False
de,Major,0.5,False
de,Minor,0.0,False
de,Major,0.0,False
de,Minor,1.0,True
de,Major,0.4,False
de,Minor,0.8799999999999999,False
de,Major,0.6666666666666665,False
de,Major,0.28571428571428575,False
de,Minor,0.8387096774193549,False
de,Major,0.5,False
de,Minor,0.0,False
de,Major,0.888888888888889,False
de,Major,0.4444444444444445,False
de,Major,0.5,False
de,Major,0.25,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Major,0.9072164948453607,False
de,Minor,0.0,False
de,Major,0.9072164948453607,False
de,Major,0.9072164948453607,False
de,Major,0.4000000000000001,False
de,Major,1.0,True
de,Major,1.0,True
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,0.75,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Neutral,0.888888888888889,False
de,Neutral,0.8,False
de,Neutral,1.0,True
de,Neutral,1.0,True
de,Major,0.8571428571428571,False
de,Major,0.6666666666666666,False
de,Major,1.0,True
de,Major,0.7692307692307692,False
de,Major,1.0,True
de,Major,0.6666666666666665,False
de,Major,0.5,False
de,Major,0.4,False
de,Major,0.5,False
de,Major,1.0,True
de,Major,0.6666666666666666,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.0,False
de,Major,1.0,True
de,Minor,0.0,False
de,Major,0.8181818181818182,False
de,Major,0.5714285714285715,False
de,Major,0.0,False
de,Major,0.0,False
de,Major,0.0,False
de,Major,0.0,False
de,Minor,1.0,True
de,Major,1.0,True
de,Major,0.6666666666666666,False
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.6666666666666666,False
de,Major,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Major,0.6666666666666666,False
de,Minor,1.0,True
de,Major,0.8181818181818182,False
de,Major,0.5714285714285715,False
de,Major,1.0,True
de,Major,0.18181818181818182,False
de,Major,0.3333333333333333,False
de,Major,1.0,True
de,Minor,1.0,True
de,Major,1.0,True
de,Major,1.0,True
de,Major,0.5,False
de,Major,1.0,True
de,Major,1.0,True
de,Minor,1.0,True
de,Major,0.0,False
